epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
241,589.841,0.35124,0.53176,0.34135,0.00208,0.14656,0.88054,0.91472,0.95534,0.89654,0.88054,0.91472,0.95534,0.87949,0.35173,1.18081,0.48125,0.00291,0,0.000104537,0.000104537,0.000104537
242,592.293,0.32944,0.53707,0.30123,0.00209,0.12484,0.88041,0.91832,0.95486,0.9029,0.88041,0.91832,0.95486,0.87615,0.35752,1.19182,0.50453,0.00301,0,0.000101512,0.000101512,0.000101512
243,594.72,0.34632,0.50372,0.32741,0.00187,0.15685,0.88587,0.91678,0.95348,0.90415,0.88587,0.91678,0.95348,0.87679,0.35535,1.17093,0.50916,0.00303,0,9.85311e-05,9.85311e-05,9.85311e-05
244,597.132,0.32102,0.46852,0.29481,0.00179,0.11532,0.88867,0.90453,0.95319,0.90741,0.88867,0.90453,0.95319,0.87735,0.34978,1.17781,0.51289,0.00296,0,9.55951e-05,9.55951e-05,9.55951e-05
245,599.602,0.34891,0.47432,0.29324,0.00182,0.12788,0.89814,0.90176,0.95374,0.9061,0.89814,0.90176,0.95374,0.88024,0.34574,1.14814,0.51685,0.0029,0,9.2704e-05,9.2704e-05,9.2704e-05
246,602.013,0.3372,0.47479,0.29289,0.00181,0.12645,0.90072,0.90139,0.95466,0.89812,0.90072,0.90139,0.95466,0.88153,0.35172,1.12398,0.52,0.00288,0,8.98581e-05,8.98581e-05,8.98581e-05
247,604.407,0.32398,0.45021,0.28776,0.00178,0.09982,0.89467,0.91085,0.9549,0.90313,0.89467,0.91085,0.9549,0.87805,0.35392,1.18681,0.52073,0.0029,0,8.70577e-05,8.70577e-05,8.70577e-05
248,606.888,0.32929,0.45773,0.31582,0.00179,0.13992,0.89269,0.91058,0.95497,0.89996,0.89269,0.91058,0.95497,0.87358,0.36167,1.17926,0.50782,0.00298,0,8.43031e-05,8.43031e-05,8.43031e-05
249,609.32,0.32931,0.48059,0.31712,0.0019,0.14719,0.8971,0.90934,0.95471,0.90647,0.8971,0.90934,0.95471,0.87382,0.35214,1.23355,0.52476,0.00292,0,8.15947e-05,8.15947e-05,8.15947e-05
250,611.752,0.34649,0.48443,0.32571,0.00177,0.16641,0.88661,0.91752,0.95723,0.90622,0.88661,0.91752,0.95723,0.875,0.35355,1.22077,0.51459,0.00297,0,7.89327e-05,7.89327e-05,7.89327e-05
251,614.932,0.25433,0.37561,0.21188,0.00166,0.06293,0.88517,0.91965,0.96095,0.90589,0.88517,0.91965,0.96095,0.88041,0.35562,1.16121,0.50147,0.00303,0,7.63174e-05,7.63174e-05,7.63174e-05
252,617.352,0.27566,0.42983,0.22926,0.00186,0.06679,0.94884,0.84805,0.96237,0.90704,0.94884,0.84805,0.96237,0.88072,0.36005,1.13412,0.48114,0.00308,0,7.37492e-05,7.37492e-05,7.37492e-05
253,619.653,0.25992,0.4114,0.21843,0.00177,0.06604,0.94667,0.84597,0.96152,0.90452,0.94667,0.84597,0.96152,0.88131,0.35635,1.10266,0.47245,0.00302,0,7.12282e-05,7.12282e-05,7.12282e-05
254,621.907,0.25646,0.40294,0.21599,0.00157,0.06373,0.94348,0.85325,0.96214,0.90864,0.94348,0.85325,0.96214,0.87913,0.35022,1.06616,0.44657,0.00288,0,6.87548e-05,6.87548e-05,6.87548e-05
255,624.25,0.25624,0.40607,0.20619,0.00164,0.06233,0.94917,0.84507,0.96199,0.90399,0.94917,0.84507,0.96199,0.87798,0.35205,1.02013,0.4389,0.00287,0,6.63292e-05,6.63292e-05,6.63292e-05
256,626.536,0.25687,0.40665,0.21858,0.00167,0.0641,0.89512,0.89469,0.9627,0.90596,0.89512,0.89469,0.9627,0.87978,0.35454,1.0283,0.44268,0.00291,0,6.39518e-05,6.39518e-05,6.39518e-05
257,628.834,0.25188,0.40424,0.21221,0.00166,0.06371,0.89302,0.90803,0.96359,0.90742,0.89302,0.90803,0.96359,0.88184,0.35764,1.00751,0.43411,0.00294,0,6.16227e-05,6.16227e-05,6.16227e-05
258,631.15,0.26092,0.452,0.20381,0.00176,0.06637,0.86568,0.91991,0.96586,0.91084,0.86568,0.91991,0.96586,0.88221,0.35252,1.00137,0.43237,0.00293,0,5.93422e-05,5.93422e-05,5.93422e-05
259,633.499,0.25122,0.3974,0.20844,0.00158,0.05971,0.86701,0.9111,0.96636,0.91406,0.86701,0.9111,0.96636,0.8795,0.34561,0.97811,0.43395,0.00293,0,5.71106e-05,5.71106e-05,5.71106e-05
260,635.759,0.25708,0.3897,0.22031,0.00176,0.06267,0.9066,0.86514,0.96468,0.91212,0.9066,0.86514,0.96468,0.87844,0.34577,0.92284,0.42548,0.0029,0,5.49281e-05,5.49281e-05,5.49281e-05
261,638.006,0.26336,0.41087,0.21062,0.00167,0.06743,0.84466,0.92536,0.96371,0.91134,0.84466,0.92536,0.96371,0.87875,0.34373,0.97493,0.43602,0.00288,0,5.2795e-05,5.2795e-05,5.2795e-05
262,640.265,0.26443,0.39712,0.20471,0.00177,0.06535,0.90682,0.85266,0.9629,0.90717,0.90682,0.85266,0.9629,0.88034,0.35318,0.96401,0.43824,0.00291,0,5.07115e-05,5.07115e-05,5.07115e-05
263,642.564,0.24941,0.38652,0.22273,0.00158,0.07399,0.8549,0.9037,0.96211,0.90483,0.8549,0.9037,0.96211,0.88008,0.35455,0.96366,0.44713,0.00294,0,4.86777e-05,4.86777e-05,4.86777e-05
264,644.915,0.25059,0.39375,0.20284,0.00162,0.06237,0.86576,0.90118,0.96221,0.90713,0.86576,0.90118,0.96221,0.87862,0.35644,0.98933,0.44695,0.00294,0,4.66941e-05,4.66941e-05,4.66941e-05
265,647.222,0.26053,0.4112,0.20487,0.00185,0.06225,0.89742,0.8582,0.96368,0.91269,0.89742,0.8582,0.96368,0.87933,0.35502,0.96944,0.43377,0.00293,0,4.47606e-05,4.47606e-05,4.47606e-05
266,649.612,0.2489,0.38511,0.22025,0.00163,0.05956,0.90019,0.85799,0.96369,0.91228,0.90019,0.85799,0.96369,0.88066,0.34921,0.98636,0.43987,0.00292,0,4.28777e-05,4.28777e-05,4.28777e-05
267,651.891,0.24419,0.38412,0.21014,0.00158,0.05991,0.91023,0.85655,0.96366,0.91241,0.91023,0.85655,0.96366,0.87868,0.35205,0.98187,0.44081,0.00295,0,4.10454e-05,4.10454e-05,4.10454e-05
268,654.141,0.24221,0.37479,0.19979,0.00157,0.05823,0.9118,0.849,0.96388,0.91029,0.9118,0.849,0.96388,0.88124,0.35036,1.01349,0.44187,0.00294,0,3.9264e-05,3.9264e-05,3.9264e-05
269,656.398,0.26438,0.41276,0.21889,0.00162,0.06695,0.91026,0.85654,0.96469,0.91363,0.91026,0.85654,0.96469,0.88505,0.34897,1.0208,0.43868,0.00294,0,3.75337e-05,3.75337e-05,3.75337e-05
270,658.739,0.24723,0.37902,0.21565,0.00164,0.06341,0.8796,0.88723,0.96442,0.91205,0.8796,0.88723,0.96442,0.88366,0.34505,1.00187,0.44513,0.0029,0,3.58546e-05,3.58546e-05,3.58546e-05
271,660.976,0.25591,0.4101,0.20159,0.00163,0.068,0.88025,0.89472,0.96549,0.91027,0.88025,0.89472,0.96549,0.88577,0.35177,0.97815,0.43979,0.00294,0,3.4227e-05,3.4227e-05,3.4227e-05
272,663.309,0.25043,0.39557,0.20269,0.00159,0.06072,0.8901,0.902,0.96477,0.90924,0.8901,0.902,0.96477,0.88615,0.35362,0.97529,0.4363,0.00295,0,3.2651e-05,3.2651e-05,3.2651e-05
273,665.582,0.25215,0.41381,0.20934,0.00161,0.06068,0.87965,0.89245,0.9653,0.9088,0.87965,0.89245,0.9653,0.88534,0.35378,0.96106,0.43614,0.00296,0,3.11268e-05,3.11268e-05,3.11268e-05
274,667.832,0.26279,0.39558,0.22082,0.00175,0.06252,0.88187,0.88968,0.96317,0.91119,0.88187,0.88968,0.96317,0.88124,0.35251,0.98152,0.44115,0.00291,0,2.96546e-05,2.96546e-05,2.96546e-05
275,670.075,0.25732,0.4179,0.20889,0.00167,0.0612,0.88511,0.88383,0.96322,0.91149,0.88511,0.88383,0.96322,0.88279,0.34695,1.00228,0.44131,0.00287,0,2.82345e-05,2.82345e-05,2.82345e-05
276,672.366,0.24728,0.40365,0.19802,0.00155,0.0618,0.89016,0.88316,0.96164,0.90946,0.89016,0.88316,0.96164,0.88081,0.34572,1.00694,0.44151,0.00286,0,2.68667e-05,2.68667e-05,2.68667e-05
277,674.716,0.24529,0.38403,0.2175,0.0016,0.06227,0.89379,0.88116,0.96234,0.91167,0.89379,0.88116,0.96234,0.88143,0.3435,1.00575,0.44392,0.00285,0,2.55513e-05,2.55513e-05,2.55513e-05
278,676.984,0.2501,0.4015,0.20733,0.00158,0.06394,0.8977,0.8718,0.9622,0.9117,0.8977,0.8718,0.9622,0.88198,0.34476,1.02479,0.4395,0.00286,0,2.42885e-05,2.42885e-05,2.42885e-05
279,679.225,0.25263,0.40246,0.20658,0.00161,0.06417,0.88716,0.88045,0.96222,0.91005,0.88716,0.88045,0.96222,0.88194,0.34523,1.01884,0.43981,0.00286,0,2.30784e-05,2.30784e-05,2.30784e-05
280,681.46,0.24752,0.40999,0.19866,0.00166,0.06269,0.89374,0.87723,0.96211,0.91195,0.89374,0.87723,0.96211,0.88163,0.34625,0.9572,0.43023,0.00287,0,2.19212e-05,2.19212e-05,2.19212e-05
281,683.759,0.25681,0.3857,0.20683,0.00165,0.05812,0.89579,0.88167,0.96372,0.91271,0.89579,0.88167,0.96372,0.88162,0.34714,0.99532,0.43775,0.00289,0,2.08169e-05,2.08169e-05,2.08169e-05
282,686.019,0.25195,0.42502,0.22252,0.00173,0.06263,0.898,0.87436,0.96193,0.90935,0.898,0.87436,0.96193,0.88093,0.3501,0.99029,0.4412,0.00293,0,1.97658e-05,1.97658e-05,1.97658e-05
283,688.262,0.26489,0.41224,0.23003,0.00171,0.06212,0.90467,0.87396,0.96241,0.90983,0.90467,0.87396,0.96241,0.88265,0.3526,1.01998,0.44285,0.00296,0,1.87678e-05,1.87678e-05,1.87678e-05
284,690.55,0.24999,0.40213,0.21664,0.00159,0.0617,0.90416,0.87524,0.96341,0.90905,0.90416,0.87524,0.96341,0.88461,0.35277,1.01433,0.43792,0.00296,0,1.78232e-05,1.78232e-05,1.78232e-05
285,692.791,0.25954,0.41637,0.20138,0.00178,0.06238,0.90843,0.87631,0.96323,0.90739,0.90843,0.87631,0.96323,0.88266,0.3551,1.02804,0.4496,0.00298,0,1.6932e-05,1.6932e-05,1.6932e-05
286,695.072,0.24676,0.37523,0.19669,0.00154,0.06835,0.91143,0.8815,0.96547,0.90898,0.91143,0.8815,0.96547,0.88572,0.35451,1.00185,0.44445,0.00297,0,1.60943e-05,1.60943e-05,1.60943e-05
287,697.379,0.25414,0.40955,0.21968,0.00171,0.06364,0.90574,0.8759,0.96575,0.90896,0.90574,0.8759,0.96575,0.88556,0.35444,0.99502,0.44362,0.00295,0,1.53102e-05,1.53102e-05,1.53102e-05
288,699.641,0.25056,0.40957,0.21659,0.00164,0.07227,0.8978,0.8748,0.96396,0.90868,0.8978,0.8748,0.96396,0.88448,0.35243,0.94298,0.42906,0.00293,0,1.45798e-05,1.45798e-05,1.45798e-05
289,701.891,0.24766,0.38111,0.22377,0.00151,0.0604,0.90893,0.88293,0.96686,0.91163,0.90893,0.88293,0.96686,0.8874,0.35026,0.94744,0.43382,0.00291,0,1.39032e-05,1.39032e-05,1.39032e-05
290,704.15,0.25738,0.41748,0.21396,0.00171,0.06846,0.91438,0.88932,0.96708,0.91207,0.91438,0.88932,0.96708,0.88479,0.34441,0.98979,0.43967,0.00288,0,1.32805e-05,1.32805e-05,1.32805e-05
291,706.439,0.24972,0.39039,0.19033,0.00161,0.06267,0.91316,0.89018,0.96683,0.91222,0.91316,0.89018,0.96683,0.88672,0.34525,0.98679,0.44273,0.00287,0,1.27117e-05,1.27117e-05,1.27117e-05
292,708.676,0.25487,0.40398,0.18891,0.00163,0.06053,0.91198,0.88983,0.96696,0.91255,0.91198,0.88983,0.96696,0.88525,0.3445,1.00756,0.44229,0.00287,0,1.21968e-05,1.21968e-05,1.21968e-05
293,710.913,0.24665,0.39942,0.21798,0.00163,0.06865,0.91227,0.88337,0.96686,0.91398,0.91227,0.88337,0.96686,0.88521,0.34701,0.97726,0.43728,0.00288,0,1.1736e-05,1.1736e-05,1.1736e-05
294,713.204,0.2481,0.39491,0.20811,0.00161,0.06267,0.90832,0.87788,0.96596,0.91205,0.90832,0.87788,0.96596,0.88428,0.34714,0.99408,0.44595,0.00288,0,1.13293e-05,1.13293e-05,1.13293e-05
295,715.517,0.2481,0.39839,0.20288,0.00162,0.05964,0.91071,0.88279,0.96598,0.9126,0.91071,0.88279,0.96598,0.88791,0.34701,1.00191,0.44528,0.00289,0,1.09768e-05,1.09768e-05,1.09768e-05
296,717.791,0.24484,0.3757,0.20687,0.00162,0.06475,0.90957,0.88446,0.96545,0.91521,0.90957,0.88446,0.96545,0.88498,0.34306,0.98411,0.43707,0.00286,0,1.06784e-05,1.06784e-05,1.06784e-05
297,720.042,0.24644,0.37061,0.21617,0.00155,0.06507,0.90704,0.88634,0.96637,0.91552,0.90704,0.88634,0.96637,0.88701,0.34176,0.9841,0.4348,0.00286,0,1.04342e-05,1.04342e-05,1.04342e-05
298,722.375,0.24045,0.39061,0.20143,0.00158,0.06032,0.89768,0.88558,0.96606,0.91527,0.89768,0.88558,0.96606,0.88768,0.34141,0.98038,0.43225,0.00285,0,1.02443e-05,1.02443e-05,1.02443e-05
299,724.688,0.24311,0.37142,0.21019,0.00149,0.05946,0.90748,0.8765,0.96656,0.91761,0.90748,0.8765,0.96656,0.88708,0.3433,0.9581,0.42542,0.00284,0,1.01086e-05,1.01086e-05,1.01086e-05
300,726.959,0.25405,0.43812,0.21156,0.00165,0.06174,0.90634,0.87843,0.96667,0.91706,0.90634,0.87843,0.96667,0.88243,0.34375,0.99733,0.43277,0.00286,0,1.00271e-05,1.00271e-05,1.00271e-05
